SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice
OrNo.421294,2019-05-10,DE,E-Bikes,Biketastic Germany,9,2019,EU,3953,1561.435,2,,1976.5
OrNo.668290,2019-05-10,DE,E-Bikes,Biketastic Germany,9,2019,EU,4789,1891.655,2,,2394.5
OrNo.668298,2019-05-10,DE,E-Bikes,Biketastic Germany,9,2019,EU,4789,1891.655,2,,2394.5
OrNo.670431,2019-05-10,DE,E-Bikes,Biketastic Germany,9,2019,EU,3953,1561.435,2,,1976.5
OrNo.701353,2019-05-10,DE,E-Bikes,Biketastic Germany,9,2019,EU,4789,1891.655,2,,2394.5
OrNo.296383,2019-05-14,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.328171,2019-05-14,DE,E-Bikes,Biketastic Germany,9,2019,EU,4371,1726.545,2,,2185.5
OrNo.664550,2019-05-14,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.698977,2019-05-14,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.699912,2019-05-14,DE,E-Bikes,Biketastic Germany,9,2019,EU,4371,1726.545,2,,2185.5
OrNo.296150,2019-05-18,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.296183,2019-05-18,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.368220,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,753.75,444.7125,1,357,753.75
OrNo.368800,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,140.25,82.7475,1,42,140.25
OrNo.400710,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,680,401.2,1,322,680
OrNo.400870,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,739,436.01,1,350,739
OrNo.400980,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,236.5,139.535,1,112,236.5
OrNo.401100,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,369.5,218.005,1,175,369.5
OrNo.401280,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,694.75,409.9025,1,329,694.75
OrNo.401490,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,2040,401.2,3,322,680
OrNo.401610,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,221.75,130.8325,1,105,221.75
OrNo.401930,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,163.5,96.465,1,49,163.5
OrNo.402530,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,350.25,68.8825,3,35,116.75
OrNo.402620,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,490.5,96.465,3,49,163.5
OrNo.405150,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,487.75,287.7725,1,231,487.75
OrNo.405340,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,70,41.3,1,21,70
OrNo.405660,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,606,357.54,1,287,606
OrNo.406170,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,257,151.63,1,77,257
OrNo.406260,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,694.75,409.9025,1,329,694.75
OrNo.406370,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,140.25,82.7475,1,42,140.25
OrNo.406400,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,210.25,124.0475,1,63,210.25
OrNo.406550,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,207,122.13,1,98,207
OrNo.421630,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,221.75,130.8325,1,105,221.75
OrNo.469760,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,93.5,27.5825,2,14,46.75
OrNo.469940,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,280.5,165.495,1,84,280.5
OrNo.470050,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,251.25,148.2375,1,119,251.25
OrNo.470310,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,36.75,21.6825,1,6,36.75
OrNo.470460,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,325.25,191.8975,1,154,325.25
OrNo.470530,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,620.75,366.2425,1,294,620.75
OrNo.470620,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,325.25,191.8975,1,154,325.25
OrNo.470850,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,1478,436.01,2,350,739
OrNo.471110,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,325.25,191.8975,1,154,325.25
OrNo.471420,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,576.5,340.135,1,273,576.5
OrNo.471620,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,561.5,165.6425,2,133,280.75
OrNo.471840,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,251.25,148.2375,1,119,251.25
OrNo.472060,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,369.5,218.005,1,175,369.5
OrNo.472270,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,502.5,296.475,1,238,502.5
OrNo.472320,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,532,313.88,1,252,532
OrNo.472810,2019-05-20,DE,Bike Rental,Biketastic Germany,9,2019,EU,798,235.41,2,189,399
OrNo.296050,2019-05-21,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.296093,2019-05-21,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.327897,2019-05-21,DE,E-Bikes,Biketastic Germany,9,2019,EU,4371,1726.545,2,,2185.5
OrNo.664240,2019-05-21,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.698645,2019-05-21,DE,E-Bikes,Biketastic Germany,9,2019,EU,2467.5,1949.325,1,,2467.5
OrNo.469620,2019-05-30,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,4117.25,3499.6625,1,,4117.25
OrNo.673060,2019-05-30,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,4117.25,3499.6625,1,,4117.25
OrNo.673160,2019-05-30,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,7535,3202.375,2,,3767.5
OrNo.673166,2019-05-30,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,3767.5,3202.375,1,,3767.5
OrNo.369553,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.369570,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.374798,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,7098.5,3016.8625,2,,3549.25
OrNo.402844,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,3455.25,2936.9625,1,,3455.25
OrNo.402860,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,3455.25,2936.9625,1,,3455.25
OrNo.421820,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,8280.5,3519.2125,2,,4140.25
OrNo.436732,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2120.5,1675.195,1,,2120.5
OrNo.466548,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,8003,3401.275,2,,4001.5
OrNo.667478,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.669597,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,6910.5,2936.9625,2,,3455.25
OrNo.670114,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.670662,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,3953,1561.435,2,,1976.5
OrNo.670728,2019-06-09,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,4140.25,3519.2125,1,,4140.25
OrNo.701890,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.703024,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,3953,1561.435,2,,1976.5
OrNo.703895,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2120.5,1675.195,1,,2120.5
OrNo.129560,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.369400,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.369447,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.419884,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.421361,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,3953,1561.435,2,,1976.5
OrNo.668311,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.668320,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.701430,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.702423,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.702975,2019-06-14,DE,E-Bikes,Biketastic Germany,10,2019,EU,3953,1561.435,2,,1976.5
OrNo.369250,2019-06-18,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.668190,2019-06-18,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.669863,2019-06-18,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.701290,2019-06-18,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.702243,2019-06-18,DE,E-Bikes,Biketastic Germany,10,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.363230,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,490.5,96.465,3,49,163.5
OrNo.363310,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1330,392.35,2,315,665
OrNo.375240,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,187,55.165,2,28,93.5
OrNo.375390,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,606,357.54,1,287,606
OrNo.393850,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,295.5,174.345,1,140,295.5
OrNo.394150,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,192.25,113.4275,1,91,192.25
OrNo.394420,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,680,401.2,1,322,680
OrNo.395220,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,310.5,183.195,1,147,310.5
OrNo.395330,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,473,279.07,1,224,473
OrNo.395590,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,163.5,96.465,1,49,163.5
OrNo.395660,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,207,122.13,1,98,207
OrNo.400150,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,369.5,218.005,1,175,369.5
OrNo.400260,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,724.25,427.3075,1,343,724.25
OrNo.407680,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.5,82.7475,2,42,140.25
OrNo.422260,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,6,3.54,1,1,6
OrNo.426730,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,2261.25,444.7125,3,357,753.75
OrNo.426900,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,413.75,244.1125,1,196,413.75
OrNo.427010,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.5,55.165,3,28,93.5
OrNo.427280,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,140.25,82.7475,1,42,140.25
OrNo.427490,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,650.25,383.6475,1,308,650.25
OrNo.427520,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,665,392.35,1,315,665
OrNo.427790,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,502.5,296.475,1,238,502.5
OrNo.427810,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1360,401.2,2,322,680
OrNo.427960,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,116.75,68.8825,1,35,116.75
OrNo.428050,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,739,436.01,1,350,739
OrNo.428140,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,842.25,165.6425,3,133,280.75
OrNo.428380,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.5,165.495,1,84,280.5
OrNo.428590,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,192.25,113.4275,1,91,192.25
OrNo.428630,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,620.75,366.2425,1,294,620.75
OrNo.428850,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,620.75,366.2425,1,294,620.75
OrNo.428900,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1108.5,218.005,3,175,369.5
OrNo.429040,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.75,165.6425,1,133,280.75
OrNo.429150,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,458.25,270.3675,1,217,458.25
OrNo.446740,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1153,340.135,2,273,576.5
OrNo.447550,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,80,23.6,2,12,40
OrNo.458810,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,576.5,340.135,1,273,576.5
OrNo.369130,2019-06-21,DE,E-Bikes,Biketastic Germany,10,2019,EU,4789,1891.655,2,,2394.5
OrNo.670249,2019-06-21,DE,E-Bikes,Biketastic Germany,10,2019,EU,3953,1561.435,2,,1976.5
OrNo.669459,2019-06-29,DE,Cargo Bikes,Biketastic Germany,10,2019,EU,3465,2945.25,1,,3465
OrNo.426617,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,4422.25,3758.9125,1,,4422.25
OrNo.447600,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,6816.5,2897.0125,2,,3408.25
OrNo.447627,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,3408.25,2897.0125,1,,3408.25
OrNo.672140,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,7998.5,3399.3625,2,,3999.25
OrNo.672179,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,3999.25,3399.3625,1,,3999.25
OrNo.434830,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.450472,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,5647.5,1487.175,3,,1882.5
OrNo.671243,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.703330,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.703390,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.364635,2019-07-14,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.667516,2019-07-14,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.700976,2019-07-14,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.383380,2019-07-18,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.669043,2019-07-18,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.703745,2019-07-18,DE,E-Bikes,Biketastic Germany,11,2019,EU,2120.5,1675.195,1,,2120.5
OrNo.126262,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,180.75,106.6425,1,63,180.75
OrNo.408580,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,873,171.69,3,154,291
OrNo.408660,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,476,280.84,1,252,476
OrNo.408870,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1666.5,327.745,3,294,555.5
OrNo.408950,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,211.5,124.785,1,112,211.5
OrNo.409540,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,436.5,257.535,1,231,436.5
OrNo.409640,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,476,280.84,1,252,476
OrNo.409840,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,357,210.63,1,189,357
OrNo.409940,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,180.75,106.6425,1,63,180.75
OrNo.410070,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,344,101.48,2,91,172
OrNo.410160,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,595,351.05,1,315,595
OrNo.410290,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,482.25,94.8425,3,56,160.75
OrNo.410930,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,687.75,405.7725,1,364,687.75
OrNo.411600,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,555.5,327.745,1,294,555.5
OrNo.412070,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1190,351.05,2,315,595
OrNo.412120,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,582,171.69,2,154,291
OrNo.421510,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,608.25,358.8675,1,322,608.25
OrNo.434520,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1467.75,288.6575,3,259,489.25
OrNo.435160,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,301.5,59.295,3,35,100.5
OrNo.452790,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1375.5,405.7725,2,364,687.75
OrNo.452810,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,160.75,94.8425,1,56,160.75
OrNo.668970,2019-07-21,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.700692,2019-07-21,DE,E-Bikes,Biketastic Germany,11,2019,EU,2520.75,1991.3925,1,,2520.75
OrNo.412500,2019-08-09,DE,Cargo Bikes,Biketastic Germany,12,2019,EU,7877.5,3347.9375,2,,3938.75
OrNo.667727,2019-08-09,DE,Cargo Bikes,Biketastic Germany,12,2019,EU,4140.25,3519.2125,1,,4140.25
OrNo.667839,2019-08-09,DE,Cargo Bikes,Biketastic Germany,12,2019,EU,5001.5,3401.275,1,,7001.5
OrNo.669620,2019-08-09,DE,Cargo Bikes,Biketastic Germany,12,2019,EU,3938.75,3347.9375,1,,3938.75
OrNo.671470,2019-08-09,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.703530,2019-08-09,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.704513,2019-08-09,DE,E-Bikes,Biketastic Germany,12,2019,EU,5647.5,1487.175,3,,1882.5
OrNo.127887,2019-08-10,DE,E-Bikes,Biketastic Germany,12,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.679013,2019-08-10,DE,E-Bikes,Biketastic Germany,12,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.434742,2019-08-18,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.671116,2019-08-18,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.672373,2019-08-18,DE,E-Bikes,Biketastic Germany,12,2019,EU,5647.5,1487.175,3,,1882.5
OrNo.477390,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,410.75,242.3425,1,336,410.75
OrNo.501340,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,385,227.15,1,315,385
OrNo.501940,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,111.25,65.6375,1,91,111.25
OrNo.502060,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,188.25,111.0675,1,154,188.25
OrNo.502140,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,205.25,121.0975,1,168,205.25
OrNo.502280,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,291,171.69,1,238,291
OrNo.502440,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,119.75,70.6525,1,98,119.75
OrNo.502550,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,82.25,48.5275,1,56,82.25
OrNo.502660,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,205.25,121.0975,1,168,205.25
OrNo.502970,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,530.5,156.4975,2,217,265.25
OrNo.503080,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,402.25,237.3275,1,329,402.25
OrNo.504570,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,513.5,151.4825,2,210,256.75
OrNo.504800,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,291,171.69,1,238,291
OrNo.505010,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,123.25,72.7175,1,84,123.25
OrNo.505280,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,123.25,72.7175,1,84,123.25
OrNo.506090,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,342.25,201.9275,1,280,342.25
OrNo.506150,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,51.25,30.2375,1,35,51.25
OrNo.552630,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,128.25,75.6675,1,105,128.25
OrNo.554260,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,419.25,247.3575,1,343,419.25
OrNo.554990,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,436.25,257.3875,1,357,436.25
OrNo.555110,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,41,24.19,1,28,41
OrNo.555530,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,256.75,151.4825,1,210,256.75
OrNo.555630,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,718.5,141.305,3,196,239.5
OrNo.555710,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,402.25,237.3275,1,329,402.25
OrNo.555890,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,368,217.12,1,301,368
OrNo.556040,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,222.5,131.275,1,182,222.5
OrNo.556590,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,188.25,111.0675,1,154,188.25
OrNo.556660,2019-08-20,DE,Bike Rental,Biketastic Germany,12,2019,EU,154,90.86,1,126,154
OrNo.434679,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.450283,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,5647.5,1487.175,3,,1882.5
OrNo.671038,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.703123,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75
OrNo.129723,2019-08-30,DE,Cargo Bikes,Biketastic Germany,12,2019,EU,3893.25,3309.2625,1,,3893.25
OrNo.533070,2019-09-07,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707353,2019-09-07,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707390,2019-09-07,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.673437,2019-09-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,5884.5,1549.585,3,,1961.5
OrNo.673964,2019-09-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.676719,2019-09-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,1719.25,1358.2075,1,,1719.25
OrNo.705384,2019-09-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.706826,2019-09-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,1719.25,1358.2075,1,,1719.25
OrNo.478329,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,7786.5,3309.2625,2,,3893.25
OrNo.503219,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,3325.25,2826.4625,1,,3325.25
OrNo.503230,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,6650.5,2826.4625,2,,3325.25
OrNo.520948,2019-09-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.533643,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,3354.5,2851.325,1,,3354.5
OrNo.674498,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,3893.25,3309.2625,1,,3893.25
OrNo.675050,2019-09-09,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,6650.5,2826.4625,2,,3325.25
OrNo.675970,2019-09-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.679255,2019-09-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.706081,2019-09-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.520836,2019-09-14,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.675813,2019-09-14,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.127366,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,123.5,36.4325,2,42,61.75
OrNo.473030,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,246.5,72.7175,2,84,123.25
OrNo.495300,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,256.75,151.4825,1,210,256.75
OrNo.495550,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,61.5,18.1425,2,21,30.75
