SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice,FileName,Profit,ProfitPerRentalDay
OrNo.190410,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,251.25,185.925,1,119,251.25,,65.325,0.548949579831933
OrNo.190600,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,561.75,415.695,1,266,561.75,,146.055,0.549078947368421
OrNo.190910,2018-12-19,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,4148.5,1825.34,2,,2074.25,Biketastic_NL,497.82,
OrNo.191060,2018-12-16,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,4148.5,1825.34,2,,2074.25,Biketastic_NL,497.82,
OrNo.191150,2018-11-07,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,4148.5,1825.34,2,,2074.25,Biketastic_NL,497.82,
OrNo.191290,2018-12-12,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,4148.5,1825.34,2,,2074.25,Biketastic_NL,497.82,
OrNo.191480,2018-12-19,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,5930.25,1739.54,3,,1976.75,Biketastic_NL,711.63,
OrNo.191800,2018-03-20,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,151.75,112.295,1,105,151.75,,39.455,0.375761904761905
OrNo.192310,2018-12-07,GB,E-Bikes,Biketastic Great Britain,8,2017,EU,2964.25,2608.54,1,,2964.25,,355.71,
OrNo.192500,2018-12-16,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,7440.75,2182.62,3,,2480.25,Biketastic_NL,892.89,
OrNo.192650,2018-11-07,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,7440.75,2182.62,3,,2480.25,Biketastic_NL,892.89,
OrNo.192710,2018-12-12,NL,E-Bikes,Biketastic Netherlands,11,2012,EU,7440.75,2182.62,3,,2480.25,Biketastic_NL,892.89,
OrNo.192912,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,517.25,382.765,1,245,517.25,,134.485,0.548918367346939
OrNo.193040,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,1153,426.61,2,273,576.5,,299.78,1.09809523809524
OrNo.193300,2018-03-20,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,202.25,149.665,1,140,202.25,,52.585,0.375607142857143
OrNo.193400,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,739,273.43,2,175,369.5,,192.14,1.09794285714286
OrNo.193710,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,93.5,69.19,1,28,93.5,,24.31,0.868214285714286
OrNo.193850,2019-01-19,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75,Biketastic_FR,398.7375,
OrNo.193999,2019-01-16,DE,E-Bikes,Biketastic Germany,6,2019,EU,1898.75,1500.0125,1,,1898.75,Biketastic_DE,398.7375,
OrNo.194130,2019-01-12,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75,Biketastic_FR,398.7375,
OrNo.194154,2019-01-12,DE,E-Bikes,Biketastic Germany,6,2019,EU,1898.75,1500.0125,1,,1898.75,Biketastic_DE,398.7375,
OrNo.194200,2019-01-07,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75,Biketastic_FR,398.7375,
OrNo.194790,2018-12-18,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,384.25,284.345,1,182,384.25,Biketastic_NL,99.905,0.548928571428571
OrNo.194860,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,257,190.18,1,77,257,Biketastic_FR,66.82,0.867792207792208
OrNo.195200,2018-03-20,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,303.5,112.295,2,105,151.75,,78.91,0.751523809523809
OrNo.195380,2019-01-17,DE,Bike Rental,Biketastic Germany,6,2019,EU,502.5,148.2375,2,119,251.25,Biketastic_DE,206.025,1.7313025210084
OrNo.195690,2019-01-17,DE,Bike Rental,Biketastic Germany,6,2019,EU,325.25,191.8975,1,154,325.25,Biketastic_DE,133.3525,0.865925324675325
OrNo.195900,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,399,295.26,1,189,399,,103.74,0.548888888888889
OrNo.196240,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,30,22.2,1,9,30,,7.8,0.866666666666667
OrNo.196320,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,458.25,339.105,1,217,458.25,,119.145,0.54905529953917
OrNo.196470,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,1034.5,382.765,2,245,517.25,,268.97,1.09783673469388
OrNo.196860,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,916.5,339.105,2,217,458.25,,238.29,1.09811059907834
OrNo.196940,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,233.75,172.975,1,70,233.75,,60.775,0.868214285714286
OrNo.197300,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,532,393.68,1,252,532,,138.32,0.548888888888889
OrNo.197440,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,694.75,514.115,1,329,694.75,,180.635,0.549042553191489
OrNo.197580,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,116.75,86.395,1,35,116.75,,30.355,0.867285714285714
OrNo.198330,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,116.75,86.395,1,35,116.75,,30.355,0.867285714285714
OrNo.198640,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,1020,251.6,3,161,340,Biketastic_FR,265.2,1.6472049689441
OrNo.198880,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,140.25,103.785,1,42,140.25,Biketastic_FR,36.465,0.868214285714286
OrNo.199030,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,591.25,437.525,1,280,591.25,Biketastic_FR,153.725,0.549017857142857
OrNo.199130,2018-12-18,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,1419,525.03,2,336,709.5,Biketastic_NL,368.94,1.09803571428571
OrNo.199320,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,384.25,284.345,1,182,384.25,,99.905,0.548928571428571
OrNo.199480,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,110.25,27.195,3,11,36.75,,28.665,2.60590909090909
OrNo.199610,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,266,196.84,1,126,266,,69.16,0.548888888888889
OrNo.199860,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,680,503.2,1,322,680,,176.8,0.549068322981367
OrNo.199980,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,724.25,535.945,1,343,724.25,,188.305,0.54899416909621
OrNo.200190,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,207,153.18,1,98,207,,53.82,0.549183673469388
OrNo.200210,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,207,153.18,1,98,207,,53.82,0.549183673469388
OrNo.200360,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,1034.5,382.765,2,245,517.25,,268.97,1.09783673469388
OrNo.200580,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,561.75,415.695,1,266,561.75,,146.055,0.549078947368421
OrNo.200730,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,40,29.6,1,12,40,Biketastic_NL,10.4,0.866666666666667
OrNo.201220,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,369.5,273.43,1,175,369.5,Biketastic_FR,96.07,0.548971428571429
OrNo.201980,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,340,251.6,1,161,340,Biketastic_NL,88.4,0.549068322981367
OrNo.202100,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,13.5,9.99,1,7,13.5,Biketastic_NL,3.51,0.501428571428571
OrNo.202330,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,576.5,340.135,1,273,576.5,,236.365,0.865805860805861
OrNo.202640,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,354.75,209.3025,1,168,354.75,,145.4475,0.865758928571429
OrNo.202780,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,547,322.73,1,259,547,,224.27,0.865907335907336
OrNo.202950,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,116.75,68.8825,1,35,116.75,,47.8675,1.36764285714286
OrNo.203090,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,187,110.33,1,56,187,,76.67,1.36910714285714
OrNo.203430,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,753.75,444.7125,1,357,753.75,,309.0375,0.865651260504202
OrNo.203600,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,576.5,340.135,1,273,576.5,,236.365,0.865805860805861
OrNo.203950,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,561.75,331.4325,1,266,561.75,,230.3175,0.865855263157895
OrNo.204370,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,532,156.94,2,126,266,,218.12,1.73111111111111
OrNo.204560,2019-01-17,GB,Bike Rental,Biketastic Great Britain,9,2017,EU,295.5,174.345,1,140,295.5,,121.155,0.865392857142857
OrNo.205240,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,221.75,164.095,1,105,221.75,Biketastic_FR,57.655,0.549095238095238
OrNo.205330,2018-12-18,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,295.5,218.67,1,140,295.5,Biketastic_NL,76.83,0.548785714285714
OrNo.205860,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,739,273.43,2,175,369.5,Biketastic_FR,192.14,1.09794285714286
OrNo.206060,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,473,350.02,1,224,473,,122.98,0.549017857142857
OrNo.206260,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,399,295.26,1,189,399,,103.74,0.548888888888889
OrNo.206310,2018-11-17,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,576.5,426.61,1,273,576.5,,149.89,0.549047619047619
OrNo.206580,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,443.5,328.19,1,210,443.5,Biketastic_NL,115.31,0.549095238095238
OrNo.206620,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,354.75,262.515,1,168,354.75,Biketastic_FR,92.235,0.549017857142857
OrNo.206770,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,73.5,27.195,2,11,36.75,Biketastic_NL,19.11,1.73727272727273
OrNo.206800,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,81.5,30.155,2,21,40.75,Biketastic_NL,21.19,1.00904761904762
OrNo.206820,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,591,218.67,2,140,295.5,Biketastic_FR,153.66,1.09757142857143
OrNo.207230,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,354.75,262.515,1,168,354.75,Biketastic_FR,92.235,0.549017857142857
OrNo.207300,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,667.5,246.975,2,231,333.75,Biketastic_FR,173.55,0.751298701298701
OrNo.207770,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,916.5,339.105,2,217,458.25,Biketastic_NL,238.29,1.09811059907834
OrNo.207860,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,502.5,185.925,2,119,251.25,Biketastic_FR,130.65,1.09789915966387
OrNo.208200,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,546,134.68,3,126,182,Biketastic_NL,141.96,1.12666666666667
OrNo.208500,2018-12-07,FR,E-Bikes,Biketastic France,8,2016,EU,4305,1894.2,2,,2152.5,Biketastic_FR,516.6,
OrNo.208690,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,709.5,175.01,3,112,236.5,Biketastic_NL,184.47,1.64705357142857
OrNo.208890,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,251.25,185.925,1,119,251.25,Biketastic_NL,65.325,0.548949579831933
OrNo.209070,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,192.25,142.265,1,91,192.25,Biketastic_NL,49.985,0.549285714285714
OrNo.209270,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,650.5,240.685,2,154,325.25,Biketastic_NL,169.13,1.09824675324675
OrNo.209550,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,207,153.18,1,98,207,Biketastic_FR,53.82,0.549183673469388
OrNo.209770,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,140.25,103.785,1,42,140.25,Biketastic_FR,36.465,0.868214285714286
OrNo.209980,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,413.75,306.175,1,196,413.75,Biketastic_FR,107.575,0.548852040816326
OrNo.210060,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,473,350.02,1,224,473,Biketastic_NL,122.98,0.549017857142857
OrNo.210200,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,6,4.44,1,2,6,Biketastic_NL,1.56,0.78
OrNo.210290,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,547,404.78,1,259,547,Biketastic_NL,142.22,0.549111969111969
OrNo.210740,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,233.75,172.975,1,70,233.75,Biketastic_FR,60.775,0.868214285714286
OrNo.211050,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,1064.25,262.515,3,168,354.75,Biketastic_NL,276.705,1.64705357142857
OrNo.211230,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,458.25,339.105,1,217,458.25,Biketastic_NL,119.145,0.54905529953917
OrNo.211390,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,207,153.18,1,98,207,Biketastic_FR,53.82,0.549183673469388
OrNo.211490,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,694.75,514.115,1,329,694.75,Biketastic_NL,180.635,0.549042553191489
OrNo.211520,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,233.75,172.975,1,70,233.75,Biketastic_FR,60.775,0.868214285714286
OrNo.211690,2018-11-17,NL,Bike Rental,Biketastic Netherlands,11,2012,EU,467.5,172.975,2,70,233.75,Biketastic_NL,121.55,1.73642857142857
OrNo.211950,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,1507.5,557.775,2,357,753.75,Biketastic_FR,391.95,1.09789915966387
OrNo.212190,2019-01-17,DE,Bike Rental,Biketastic Germany,6,2019,EU,2305.5,453.415,3,364,768.5,Biketastic_DE,945.255,2.5968543956044
OrNo.212280,2019-01-17,DE,Bike Rental,Biketastic Germany,6,2019,EU,30.5,17.995,1,5,30.5,Biketastic_DE,12.505,2.501
OrNo.212360,2018-12-18,GB,Bike Rental,Biketastic Great Britain,8,2017,EU,547,404.78,1,259,547,,142.22,0.549111969111969
OrNo.212600,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,50.5,18.685,2,13,25.25,Biketastic_NL,13.13,1.01
OrNo.213290,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,207,122.13,1,98,207,Biketastic_DE,84.87,0.866020408163265
OrNo.213360,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,709.5,209.3025,2,168,354.75,Biketastic_DE,290.895,1.73151785714286
OrNo.213600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,869.5,321.715,2,301,434.75,Biketastic_FR,226.07,0.751063122923588
OrNo.214000,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,161.75,119.695,1,112,161.75,Biketastic_NL,42.055,0.375491071428571
OrNo.214030,2019-03-30,DE,Cargo Bikes,Biketastic Germany,8,2019,EU,4390.25,3731.7125,1,,4390.25,Biketastic_DE,658.5375,
OrNo.214320,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,620.75,366.2425,1,294,620.75,Biketastic_DE,254.5075,0.865671768707483
OrNo.214850,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,413.75,244.1125,1,196,413.75,Biketastic_DE,169.6375,0.865497448979592
OrNo.214930,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,739,436.01,1,350,739,Biketastic_DE,302.99,0.865685714285714
OrNo.215090,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,502.5,148.2375,2,119,251.25,Biketastic_DE,206.025,1.7313025210084
OrNo.215230,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,561,165.495,2,84,280.5,Biketastic_DE,230.01,2.73821428571429
OrNo.215350,2019-03-20,DE,Bike Rental,Biketastic Germany,8,2019,EU,384.25,226.7075,1,182,384.25,Biketastic_DE,157.5425,0.865618131868132
OrNo.215410,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,1463.25,287.7725,3,231,487.75,,599.9325,2.59711038961039
OrNo.215600,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,753.75,444.7125,1,357,753.75,,309.0375,0.865651260504202
OrNo.215770,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,724.25,427.3075,1,343,724.25,,296.9425,0.865721574344023
OrNo.215980,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,680,401.2,1,322,680,,278.8,0.86583850931677
OrNo.216070,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,443.5,261.665,1,210,443.5,,181.835,0.865880952380952
OrNo.216700,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,465.25,344.285,1,322,465.25,Biketastic_NL,120.965,0.375667701863354
OrNo.216760,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,701.25,137.9125,3,70,233.75,,287.5125,4.10732142857143
OrNo.216900,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,694.75,409.9025,1,329,694.75,,284.8475,0.865797872340426
OrNo.217210,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,192.25,113.4275,1,91,192.25,,78.8225,0.866181318681319
OrNo.217350,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,33.5,19.765,1,10,33.5,,13.735,1.3735
OrNo.217480,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,887,261.665,2,210,443.5,,363.67,1.7317619047619
OrNo.217890,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,350.25,68.8825,3,35,116.75,,143.6025,4.10292857142857
OrNo.218030,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,561.75,331.4325,1,266,561.75,,230.3175,0.865855263157895
OrNo.218700,2019-04-19,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,257,151.63,1,77,257,,105.37,1.36844155844156
OrNo.218870,2019-05-09,GB,Cargo Bikes,Biketastic Great Britain,11,2017,EU,3549.25,3016.8625,1,,3549.25,,532.3875,
OrNo.218954,2019-05-09,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,4422.25,3758.9125,1,,4422.25,Biketastic_DE,663.3375,
OrNo.219290,2019-03-20,NL,Bike Rental,Biketastic Netherlands,13,2012,EU,2261.25,444.7125,3,357,753.75,Biketastic_NL,927.1125,2.59695378151261
OrNo.219870,2019-04-19,DE,Bike Rental,Biketastic Germany,9,2019,EU,140,41.3,2,21,70,Biketastic_DE,57.4,2.73333333333333
OrNo.219940,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,547,322.73,1,259,547,,224.27,0.865907335907336
OrNo.220350,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,443.5,261.665,1,210,443.5,,181.835,0.865880952380952
OrNo.220500,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,627,231.99,2,217,313.5,Biketastic_NL,163.02,0.751244239631336
OrNo.220520,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,280.75,165.6425,1,133,280.75,,115.1075,0.86546992481203
OrNo.220750,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,680,200.6,2,161,340,,278.8,1.73167701863354
OrNo.221060,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,233.75,137.9125,1,70,233.75,,95.8375,1.36910714285714
OrNo.221210,2019-04-09,GB,Cargo Bikes,Biketastic Great Britain,10,2017,EU,6905,2934.625,2,,3452.5,,1035.75,
OrNo.221291,2019-04-09,DE,Cargo Bikes,Biketastic Germany,9,2019,EU,3452.5,2934.625,1,,3452.5,Biketastic_DE,517.875,
OrNo.221580,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,1212,357.54,2,287,606,Biketastic_DE,496.92,1.73142857142857
OrNo.221780,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,207,122.13,1,98,207,Biketastic_DE,84.87,0.866020408163265
OrNo.221850,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,251.25,148.2375,1,119,251.25,Biketastic_DE,103.0125,0.865651260504202
OrNo.222250,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,1950.75,383.6475,3,308,650.25,Biketastic_DE,799.8075,2.5967775974026
OrNo.222300,2018-05-21,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5,Biketastic_FR,463.32,
OrNo.222340,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,724.25,427.3075,1,343,724.25,Biketastic_DE,296.9425,0.865721574344023
OrNo.222400,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,233.75,137.9125,1,70,233.75,Biketastic_DE,95.8375,1.36910714285714
OrNo.222540,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,428.75,252.9625,1,203,428.75,Biketastic_DE,175.7875,0.865948275862069
OrNo.222630,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,1020,200.6,3,161,340,Biketastic_DE,418.2,2.59751552795031
OrNo.222710,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,753.75,444.7125,1,357,753.75,Biketastic_DE,309.0375,0.865651260504202
OrNo.222810,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,251.25,148.2375,1,119,251.25,Biketastic_DE,103.0125,0.865651260504202
OrNo.223140,2019-02-17,DE,Bike Rental,Biketastic Germany,7,2019,EU,517.25,305.1775,1,245,517.25,Biketastic_DE,212.0725,0.865602040816327
OrNo.223400,2018-05-18,FR,E-Bikes,Biketastic France,5,2016,EU,3861,1698.84,2,,1930.5,Biketastic_FR,463.32,
OrNo.223500,2019-03-21,DE,E-Bikes,Biketastic Germany,8,2019,EU,2676.5,2114.435,1,,2676.5,Biketastic_DE,562.065,
OrNo.223572,2019-03-21,DE,E-Bikes,Biketastic Germany,8,2019,EU,2676.5,2114.435,1,,2676.5,Biketastic_DE,562.065,
OrNo.223750,2019-02-07,DE,E-Bikes,Biketastic Germany,7,2019,EU,2676.5,2114.435,1,,2676.5,Biketastic_DE,562.065,
OrNo.223940,2019-03-09,DE,E-Bikes,Biketastic Germany,8,2019,EU,2676.5,2114.435,1,,2676.5,Biketastic_DE,562.065,
OrNo.224110,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,724.25,427.3075,1,343,724.25,Biketastic_FR,296.9425,0.865721574344023
OrNo.224530,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.5,165.495,1,84,280.5,Biketastic_FR,115.005,1.36910714285714
OrNo.224750,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,26.75,15.7825,1,8,26.75,Biketastic_FR,10.9675,1.3709375
OrNo.224830,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,413.75,244.1125,1,196,413.75,Biketastic_NL,169.6375,0.865497448979592
OrNo.225040,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,116.75,68.8825,1,35,116.75,Biketastic_NL,47.8675,1.36764285714286
OrNo.225110,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,116.75,68.8825,1,35,116.75,Biketastic_FR,47.8675,1.36764285714286
OrNo.225410,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,606,357.54,1,287,606,Biketastic_NL,248.46,0.865714285714286
OrNo.225520,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,251.25,148.2375,1,119,251.25,Biketastic_FR,103.0125,0.865651260504202
OrNo.225660,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,532,313.88,1,252,532,Biketastic_NL,218.12,0.865555555555556
OrNo.225830,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,207,122.13,1,98,207,Biketastic_NL,84.87,0.866020408163265
OrNo.226050,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,340,200.6,1,161,340,Biketastic_NL,139.4,0.86583850931677
OrNo.226330,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,221.75,130.8325,1,105,221.75,Biketastic_FR,90.9175,0.865880952380952
OrNo.226490,2019-03-09,NL,Cargo Bikes,Biketastic Netherlands,13,2012,EU,3452.5,2934.625,1,,3452.5,Biketastic_NL,517.875,
OrNo.226679,2019-03-09,DE,Cargo Bikes,Biketastic Germany,8,2019,EU,6566.5,2790.7625,2,,3283.25,Biketastic_DE,984.975,
OrNo.226791,2019-03-09,DE,Cargo Bikes,Biketastic Germany,8,2019,EU,3283.25,2790.7625,1,,3283.25,Biketastic_DE,492.4875,
OrNo.226870,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,280.5,165.495,1,84,280.5,Biketastic_NL,115.005,1.36910714285714
OrNo.227010,2019-02-17,NL,Bike Rental,Biketastic Netherlands,12,2012,EU,163.5,96.465,1,49,163.5,Biketastic_NL,67.035,1.3680612244898
OrNo.227190,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,694.75,409.9025,1,329,694.75,Biketastic_FR,284.8475,0.865797872340426
OrNo.227200,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,40.75,30.155,1,21,40.75,Biketastic_NL,10.595,0.504523809523809
OrNo.227290,2019-04-19,DE,Bike Rental,Biketastic Germany,9,2019,EU,771,151.63,3,77,257,Biketastic_DE,316.11,4.10532467532468
OrNo.227320,2019-04-19,DE,Bike Rental,Biketastic Germany,9,2019,EU,532,156.94,2,126,266,Biketastic_DE,218.12,1.73111111111111
OrNo.227689,2019-03-30,DE,Cargo Bikes,Biketastic Germany,8,2019,EU,7896,3355.8,2,,3948,Biketastic_DE,1184.4,
OrNo.227870,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,413.75,244.1125,1,196,413.75,,169.6375,0.865497448979592
OrNo.227960,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,467.5,137.9125,2,70,233.75,,191.675,2.73821428571429
OrNo.228080,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,266,156.94,1,126,266,,109.06,0.865555555555556
OrNo.228630,2019-03-20,GB,Bike Rental,Biketastic Great Britain,10,2017,EU,798,235.41,2,189,399,,327.18,1.73111111111111
