SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice
OrNo.165070,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,207,153.18,1,98,207
OrNo.167010,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,192.25,142.265,1,91,192.25
OrNo.167200,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,310.5,229.77,1,147,310.5
OrNo.201220,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,369.5,273.43,1,175,369.5
OrNo.206620,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,354.75,262.515,1,168,354.75
OrNo.206820,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,591,218.67,2,140,295.5
OrNo.207230,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,354.75,262.515,1,168,354.75
OrNo.207860,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,502.5,185.925,2,119,251.25
OrNo.209550,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,207,153.18,1,98,207
OrNo.209770,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,140.25,103.785,1,42,140.25
OrNo.209980,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,413.75,306.175,1,196,413.75
OrNo.210740,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,233.75,172.975,1,70,233.75
OrNo.211390,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,207,153.18,1,98,207
OrNo.211520,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,233.75,172.975,1,70,233.75
OrNo.211950,2018-11-17,FR,Bike Rental,Biketastic France,8,2016,EU,1507.5,557.775,2,357,753.75
OrNo.162610,2018-11-27,FR,Cargo Bikes,Biketastic France,8,2016,EU,3810.75,3543.9975,1,,3810.75
OrNo.656730,2018-11-27,FR,Cargo Bikes,Biketastic France,8,2016,EU,3940.5,3664.665,1,,3940.5
OrNo.656860,2018-11-27,FR,Cargo Bikes,Biketastic France,8,2016,EU,7621.5,3543.9975,2,,3810.75
OrNo.208500,2018-12-07,FR,E-Bikes,Biketastic France,8,2016,EU,4305,1894.2,2,,2152.5
OrNo.194860,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,257,190.18,1,77,257
OrNo.198640,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,1020,251.6,3,161,340
OrNo.198880,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,140.25,103.785,1,42,140.25
OrNo.199030,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,591.25,437.525,1,280,591.25
OrNo.205240,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,221.75,164.095,1,105,221.75
OrNo.205860,2018-12-18,FR,Bike Rental,Biketastic France,8,2016,EU,739,273.43,2,175,369.5
OrNo.697170,2018-12-19,FR,E-Bikes,Biketastic France,8,2016,EU,4305,1894.2,2,,2152.5
OrNo.194200,2019-01-07,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.194130,2019-01-12,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.659840,2019-01-12,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.696740,2019-01-16,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.156270,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,233.75,137.9125,1,70,233.75
OrNo.156860,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,768.5,453.415,1,364,768.5
OrNo.157400,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,413.75,244.1125,1,196,413.75
OrNo.158090,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,384.25,226.7075,1,182,384.25
OrNo.158870,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,665.25,130.8325,3,105,221.75
OrNo.159000,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.5,82.7475,2,42,140.25
OrNo.159270,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,80.25,15.7825,3,8,26.75
OrNo.159430,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,561.5,165.6425,2,133,280.75
OrNo.159600,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,354.75,209.3025,1,168,354.75
OrNo.159870,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.75,165.6425,1,133,280.75
OrNo.160660,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,487.75,287.7725,1,231,487.75
OrNo.161060,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,420.75,82.7475,3,42,140.25
OrNo.182620,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,561.5,165.6425,2,133,280.75
OrNo.183080,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,207,122.13,1,98,207
OrNo.183230,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,532,313.88,1,252,532
OrNo.183750,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,753.75,148.2375,3,119,251.25
OrNo.183980,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,487.75,287.7725,1,231,487.75
OrNo.184150,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,665,392.35,1,315,665
OrNo.184960,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,340,200.6,1,161,340
OrNo.185560,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,93.5,55.165,1,28,93.5
OrNo.185930,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,354.75,209.3025,1,168,354.75
OrNo.186390,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,420.5,124.0475,2,63,210.25
OrNo.187190,2019-01-17,FR,Bike Rental,Biketastic France,9,2016,EU,414,122.13,2,98,207
OrNo.193850,2019-01-19,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.659510,2019-01-19,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.696660,2019-01-19,FR,E-Bikes,Biketastic France,9,2016,EU,1898.75,1500.0125,1,,1898.75
OrNo.183370,2019-01-27,FR,Cargo Bikes,Biketastic France,9,2016,EU,4419.75,3756.7875,1,,4419.75
OrNo.698330,2019-02-07,FR,E-Bikes,Biketastic France,9,2016,EU,5323.5,2102.7825,2,,2661.75
OrNo.224110,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,724.25,427.3075,1,343,724.25
OrNo.224530,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.5,165.495,1,84,280.5
OrNo.224750,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,26.75,15.7825,1,8,26.75
OrNo.225110,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,116.75,68.8825,1,35,116.75
OrNo.225520,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,251.25,148.2375,1,119,251.25
OrNo.226330,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,221.75,130.8325,1,105,221.75
OrNo.227190,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,694.75,409.9025,1,329,694.75
OrNo.229290,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1271,374.945,2,301,635.5
OrNo.229450,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,561.5,165.6425,2,133,280.75
OrNo.230020,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,6,3.54,1,1,6
OrNo.230400,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.75,165.6425,1,133,280.75
OrNo.242580,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,399,235.41,1,189,399
OrNo.243050,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,266,156.94,1,126,266
OrNo.243420,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.5,165.495,1,84,280.5
OrNo.243640,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,768.5,453.415,1,364,768.5
OrNo.244230,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,458.25,270.3675,1,217,458.25
OrNo.244610,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,467.5,137.9125,2,70,233.75
OrNo.244820,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,946,279.07,2,224,473
OrNo.245090,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,561.75,331.4325,1,266,561.75
OrNo.246260,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,340,200.6,1,161,340
OrNo.246800,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,399,235.41,1,189,399
OrNo.247260,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.5,165.495,1,84,280.5
OrNo.247670,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,753.75,444.7125,1,357,753.75
OrNo.248450,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,233.75,137.9125,1,70,233.75
OrNo.248670,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,187,55.165,2,28,93.5
OrNo.249020,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,2128.5,418.605,3,336,709.5
OrNo.249650,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,665,392.35,1,315,665
OrNo.250090,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,116.75,68.8825,1,35,116.75
OrNo.250410,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,709.5,418.605,1,336,709.5
OrNo.250670,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,473,279.07,1,224,473
OrNo.250860,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1950.75,383.6475,3,308,650.25
OrNo.254350,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,709.5,418.605,1,336,709.5
OrNo.254520,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.75,165.6425,1,133,280.75
OrNo.254750,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,399,235.41,1,189,399
OrNo.255120,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,420.75,82.7475,3,42,140.25
OrNo.264130,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,236.5,139.535,1,112,236.5
OrNo.265530,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,221.75,130.8325,1,105,221.75
OrNo.265790,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,93.5,55.165,1,28,93.5
OrNo.265950,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,650.25,383.6475,1,308,650.25
OrNo.267170,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,576.5,340.135,1,273,576.5
OrNo.267770,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1906.5,374.945,3,301,635.5
OrNo.267970,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1182.5,348.8375,2,280,591.25
OrNo.274667,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,93.5,55.165,1,28,93.5
OrNo.276310,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,739,436.01,1,350,739
OrNo.295300,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,768.5,453.415,1,364,768.5
OrNo.295930,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,340,200.6,1,161,340
OrNo.318180,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,233.75,137.9125,1,70,233.75
OrNo.318930,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,502.5,296.475,1,238,502.5
OrNo.319160,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,354.75,209.3025,1,168,354.75
OrNo.319580,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,33.5,19.765,1,10,33.5
OrNo.319740,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,635.5,374.945,1,301,635.5
OrNo.320350,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,413.75,244.1125,1,196,413.75
OrNo.320530,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,709.5,418.605,1,336,709.5
OrNo.320790,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,399,235.41,1,189,399
OrNo.320910,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,502.5,296.475,1,238,502.5
OrNo.321180,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,221.75,130.8325,1,105,221.75
OrNo.321770,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,163.5,96.465,1,49,163.5
OrNo.322140,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.75,165.6425,1,133,280.75
OrNo.322950,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,768.5,453.415,1,364,768.5
OrNo.323330,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,547,322.73,1,259,547
OrNo.323500,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,650.25,383.6475,1,308,650.25
OrNo.324160,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,233.75,137.9125,1,70,233.75
OrNo.324380,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,517.25,305.1775,1,245,517.25
OrNo.325320,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,60,17.7,2,9,30
OrNo.325580,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,467.5,137.9125,2,70,233.75
OrNo.337250,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,473,139.535,2,112,236.5
OrNo.338830,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,420.75,82.7475,3,42,140.25
OrNo.339010,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,257,151.63,1,77,257
OrNo.339850,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,709.5,209.3025,2,168,354.75
OrNo.341490,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,724.25,427.3075,1,343,724.25
OrNo.341920,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,620.75,366.2425,1,294,620.75
OrNo.342110,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,857.5,252.9625,2,203,428.75
OrNo.342390,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,280.75,165.6425,1,133,280.75
OrNo.342500,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,340,200.6,1,161,340
OrNo.343750,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,576.5,340.135,1,273,576.5
OrNo.343910,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,591.25,348.8375,1,280,591.25
OrNo.344100,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,502.5,296.475,1,238,502.5
OrNo.344590,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,30.5,17.995,1,5,30.5
OrNo.344790,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,635.5,374.945,1,301,635.5
OrNo.344930,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,606,357.54,1,287,606
OrNo.345120,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,975.75,191.8975,3,154,325.25
OrNo.345370,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1773.75,348.8375,3,280,591.25
OrNo.345760,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,354.75,209.3025,1,168,354.75
OrNo.346160,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,547,322.73,1,259,547
OrNo.346350,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,93.5,55.165,1,28,93.5
OrNo.347370,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1729.5,340.135,3,273,576.5
OrNo.348040,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,561.75,331.4325,1,266,561.75
OrNo.348250,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,650.25,383.6475,1,308,650.25
OrNo.349090,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,724.25,427.3075,1,343,724.25
OrNo.349270,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,384.5,113.4275,2,91,192.25
OrNo.350690,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,547,322.73,1,259,547
OrNo.351030,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,473,279.07,1,224,473
OrNo.351660,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,709.5,418.605,1,336,709.5
OrNo.353990,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,2172.75,427.3075,3,343,724.25
OrNo.354550,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,399,235.41,1,189,399
OrNo.354770,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1020,200.6,3,161,340
OrNo.355760,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1005,296.475,2,238,502.5
OrNo.356330,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,650.25,383.6475,1,308,650.25
OrNo.356510,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,210,41.3,3,21,70
OrNo.357160,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,116.75,68.8825,1,35,116.75
OrNo.358240,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,842.25,165.6425,3,133,280.75
OrNo.358450,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,2128.5,418.605,3,336,709.5
OrNo.358600,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,694.75,409.9025,1,329,694.75
OrNo.358830,2019-02-17,FR,Bike Rental,Biketastic France,9,2016,EU,1448.5,427.3075,2,343,724.25
OrNo.255910,2019-03-09,FR,Cargo Bikes,Biketastic France,10,2016,EU,6482,2754.85,2,,3241
OrNo.661780,2019-03-09,FR,Cargo Bikes,Biketastic France,10,2016,EU,3283.25,2790.7625,1,,3283.25
OrNo.662150,2019-03-09,FR,Cargo Bikes,Biketastic France,10,2016,EU,6482,2754.85,2,,3241
OrNo.663150,2019-03-09,FR,Cargo Bikes,Biketastic France,10,2016,EU,8003,3401.275,2,,4001.5
OrNo.667150,2019-03-09,FR,Cargo Bikes,Biketastic France,10,2016,EU,3719.5,3161.575,1,,3719.5
OrNo.665150,2019-03-10,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.698420,2019-03-14,FR,E-Bikes,Biketastic France,10,2016,EU,5323.5,2102.7825,2,,2661.75
OrNo.230910,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,1212,357.54,2,287,606
OrNo.231750,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,414,122.13,2,98,207
OrNo.232120,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,2128.5,418.605,3,336,709.5
OrNo.233110,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,266,156.94,1,126,266
OrNo.279300,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,473,279.07,1,224,473
OrNo.279760,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,233.75,137.9125,1,70,233.75
OrNo.280530,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,547,322.73,1,259,547
OrNo.280920,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,768.5,453.415,1,364,768.5
OrNo.281140,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,1064.25,209.3025,3,168,354.75
OrNo.300520,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,1300.5,383.6475,2,308,650.25
OrNo.306530,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,517.25,305.1775,1,245,517.25
OrNo.306970,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,532,313.88,1,252,532
OrNo.307380,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,630.75,124.0475,3,63,210.25
OrNo.308960,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,487.75,287.7725,1,231,487.75
OrNo.309120,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,620.75,366.2425,1,294,620.75
OrNo.309330,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,257,151.63,1,77,257
OrNo.309510,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,233.5,68.8825,2,35,116.75
OrNo.310170,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,340,200.6,1,161,340
OrNo.310710,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,210.25,124.0475,1,63,210.25
OrNo.311580,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,87,25.665,2,13,43.5
OrNo.313260,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,561,110.33,3,56,187
OrNo.331100,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,163.5,96.465,1,49,163.5
OrNo.331390,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,739,436.01,1,350,739
OrNo.331700,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,46.75,27.5825,1,14,46.75
OrNo.331940,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,694.75,409.9025,1,329,694.75
OrNo.332790,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,487.75,287.7725,1,231,487.75
OrNo.332930,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,1034.5,305.1775,2,245,517.25
OrNo.333310,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,207,122.13,1,98,207
OrNo.333910,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,236.5,139.535,1,112,236.5
OrNo.334510,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,325.25,191.8975,1,154,325.25
OrNo.334770,2019-03-20,FR,Bike Rental,Biketastic France,10,2016,EU,709.5,418.605,1,336,709.5
OrNo.663750,2019-03-21,FR,E-Bikes,Biketastic France,10,2016,EU,5323.5,2102.7825,2,,2661.75
OrNo.665330,2019-04-09,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.312970,2019-04-14,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.665270,2019-04-14,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.699400,2019-04-14,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.235360,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,635.5,374.945,1,301,635.5
OrNo.235930,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,576.5,340.135,1,273,576.5
OrNo.236150,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,354.75,209.3025,1,168,354.75
OrNo.236520,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,310.5,183.195,1,147,310.5
OrNo.236700,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,517.25,305.1775,1,245,517.25
OrNo.237190,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,187,110.33,1,56,187
OrNo.237510,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,576.5,340.135,1,273,576.5
OrNo.238110,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,709.5,418.605,1,336,709.5
OrNo.238730,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,251.25,148.2375,1,119,251.25
OrNo.239150,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,946,279.07,2,224,473
OrNo.239300,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,701.25,137.9125,3,70,233.75
OrNo.286260,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,36.75,21.6825,1,6,36.75
OrNo.286830,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,93.5,27.5825,2,14,46.75
OrNo.287490,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,827.5,244.1125,2,196,413.75
OrNo.287680,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,753.75,444.7125,1,357,753.75
OrNo.287890,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,487.75,287.7725,1,231,487.75
OrNo.288010,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,517.25,305.1775,1,245,517.25
OrNo.288230,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,280.75,165.6425,1,133,280.75
OrNo.288449,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,886.5,174.345,3,140,295.5
OrNo.288870,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,620.75,366.2425,1,294,620.75
OrNo.289020,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,1123.5,331.4325,2,266,561.75
OrNo.289630,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,236.5,139.535,1,112,236.5
OrNo.290030,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,709.5,418.605,1,336,709.5
OrNo.290670,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,1537,453.415,2,364,768.5
OrNo.291010,2019-04-19,FR,Bike Rental,Biketastic France,10,2016,EU,210.25,124.0475,1,63,210.25
OrNo.312680,2019-04-21,FR,E-Bikes,Biketastic France,10,2016,EU,6274.5,1652.285,3,,2091.5
OrNo.284410,2019-04-29,FR,Cargo Bikes,Biketastic France,10,2016,EU,3758.5,3194.725,1,,3758.5
OrNo.419750,2019-05-10,FR,E-Bikes,Biketastic France,11,2016,EU,2520.75,1991.3925,1,,2520.75
OrNo.369710,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,310.5,183.195,1,147,310.5
OrNo.371170,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,2172.75,427.3075,3,343,724.25
OrNo.371380,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,517.25,305.1775,1,245,517.25
OrNo.375150,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,369.5,218.005,1,175,369.5
OrNo.386060,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,280.75,165.6425,1,133,280.75
OrNo.386230,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,340,200.6,1,161,340
OrNo.387000,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,236.5,139.535,1,112,236.5
OrNo.387630,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,140.25,82.7475,1,42,140.25
OrNo.388200,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,221.75,130.8325,1,105,221.75
OrNo.388630,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,327,96.465,2,49,163.5
OrNo.389060,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,257,151.63,1,77,257
OrNo.389250,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,428.75,252.9625,1,203,428.75
OrNo.389410,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,163.5,96.465,1,49,163.5
OrNo.390240,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,23.25,13.7175,1,7,23.25
OrNo.390480,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,591.25,348.8375,1,280,591.25
