SalesOrderNumber,ProductKey,OrderQuantity,UnitPrice,SalesAmount,TotalProductCost,OrderDate,ShipDate,City,StateProvinceCode,CountryRegionCode,DiscountAmount,SalesType,ResellerKey,CustomerKey,ProductName,ProductSubcategory,ProductCategory,Profit,ResellerName,NumberEmployees,OrderFrequency,AnnualSales,AnnualRevenue,YearOpened,Region,StoreAge
SO51408,484,1,7.95,7.95,2.9733,2018-09-01,2018-09-08,Lancaster,ENG,GB,0,Internet Sales,,11247,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO51408,537,1,35,35,13.09,2018-09-01,2018-09-08,Lancaster,ENG,GB,0,Internet Sales,,11247,HL Mountain Tire,Tires and Tubes,Accessories,21.91,,,,,,,EU,
SO62127,467,1,24.49,24.49,9.1593,2019-03-07,2019-03-14,Saint-Denis,93,FR,0,Internet Sales,,11248,"Half-Finger Gloves, L",Gloves,Clothing,15.3307,,,,,,,EU,
SO62127,477,1,4.99,4.99,1.8663,2019-03-07,2019-03-14,Saint-Denis,93,FR,0,Internet Sales,,11248,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO62127,479,1,8.99,8.99,3.3623,2019-03-07,2019-03-14,Saint-Denis,93,FR,0,Internet Sales,,11248,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO56133,225,1,8.99,8.99,6.9223,2018-12-04,2018-12-11,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO56133,231,1,49.99,49.99,38.4923,2018-12-04,2018-12-11,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,11.4977,,,,,,,EU,
SO51247,477,1,4.99,4.99,1.8663,2018-08-22,2018-08-29,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51247,478,1,9.99,9.99,3.7363,2018-08-22,2018-08-29,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO66414,480,1,2.29,2.29,0.8565,2019-05-06,2019-05-13,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO66414,530,1,4.99,4.99,1.8663,2019-05-06,2019-05-13,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO66414,541,1,28.99,28.99,10.8423,2019-05-06,2019-05-13,Sulzbach Taunus,SL,DE,0,Internet Sales,,11249,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO52410,214,1,34.99,34.99,13.0863,2018-09-29,2018-10-06,Woolston,ENG,GB,0,Internet Sales,,11250,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO61078,214,1,34.99,34.99,13.0863,2019-02-18,2019-02-26,Woolston,ENG,GB,0,Internet Sales,,11250,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO61078,225,1,8.99,8.99,6.9223,2019-02-18,2019-02-26,Woolston,ENG,GB,0,Internet Sales,,11250,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO52410,361,1,2294.99,2294.99,1251.9813,2018-09-29,2018-10-06,Woolston,ENG,GB,0,Internet Sales,,11250,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1043.0087,,,,,,,EU,
SO63748,463,1,24.49,24.49,9.1593,2019-03-30,2019-04-06,Woolston,ENG,GB,0,Internet Sales,,11250,"Half-Finger Gloves, S",Gloves,Clothing,15.3307,,,,,,,EU,
SO52410,478,1,9.99,9.99,3.7363,2018-09-29,2018-10-06,Woolston,ENG,GB,0,Internet Sales,,11250,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO63748,529,1,3.99,3.99,1.4923,2019-03-30,2019-04-06,Woolston,ENG,GB,0,Internet Sales,,11250,Road Tire Tube,Tires and Tubes,Accessories,2.4977,,,,,,,EU,
SO63748,538,1,21.49,21.49,8.0373,2019-03-30,2019-04-06,Woolston,ENG,GB,0,Internet Sales,,11250,LL Road Tire,Tires and Tubes,Accessories,13.4527,,,,,,,EU,
SO51323,222,1,34.99,34.99,13.0863,2018-08-27,2018-09-03,Berlin,NW,DE,0,Internet Sales,,11332,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO45917,346,1,3399.99,3399.99,1912.1544,2017-06-06,2017-06-13,Berlin,NW,DE,0,Internet Sales,,11332,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1487.8356,,,,,,,EU,
SO62135,222,1,34.99,34.99,13.0863,2019-03-07,2019-03-14,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,11333,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO51306,480,1,2.29,2.29,0.8565,2018-08-26,2018-09-02,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,11333,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO51306,485,1,21.98,21.98,8.2205,2018-08-26,2018-09-02,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,11333,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO62926,222,1,34.99,34.99,13.0863,2019-03-20,2019-03-27,Stoke-on-Trent,ENG,GB,0,Internet Sales,,11334,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO51249,477,1,4.99,4.99,1.8663,2018-08-22,2018-08-29,Stoke-on-Trent,ENG,GB,0,Internet Sales,,11334,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51249,478,1,9.99,9.99,3.7363,2018-08-22,2018-08-29,Stoke-on-Trent,ENG,GB,0,Internet Sales,,11334,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO51288,480,1,2.29,2.29,0.8565,2018-08-25,2018-09-01,Hof,BY,DE,0,Internet Sales,,11335,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO51288,485,1,21.98,21.98,8.2205,2018-08-25,2018-09-01,Hof,BY,DE,0,Internet Sales,,11335,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO51307,217,1,34.99,34.99,13.0863,2018-08-26,2018-09-02,Paris,75,FR,0,Internet Sales,,11336,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO51307,477,1,4.99,4.99,1.8663,2018-08-26,2018-09-02,Paris,75,FR,0,Internet Sales,,11336,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51307,478,1,9.99,9.99,3.7363,2018-08-26,2018-09-02,Paris,75,FR,0,Internet Sales,,11336,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO51531,477,1,4.99,4.99,1.8663,2018-09-09,2018-09-16,Watford,ENG,GB,0,Internet Sales,,11337,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO62449,477,1,4.99,4.99,1.8663,2019-03-12,2019-03-19,Watford,ENG,GB,0,Internet Sales,,11337,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51531,478,1,9.99,9.99,3.7363,2018-09-09,2018-09-16,Watford,ENG,GB,0,Internet Sales,,11337,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO62449,479,1,8.99,8.99,3.3623,2019-03-12,2019-03-19,Watford,ENG,GB,0,Internet Sales,,11337,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO51531,490,1,53.99,53.99,41.5723,2018-09-09,2018-09-16,Watford,ENG,GB,0,Internet Sales,,11337,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,12.4177,,,,,,,EU,
SO51207,214,1,34.99,34.99,13.0863,2018-08-21,2018-08-27,Bonn,NW,DE,0,Internet Sales,,11338,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO51207,477,1,4.99,4.99,1.8663,2018-08-21,2018-08-27,Bonn,NW,DE,0,Internet Sales,,11338,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51207,478,1,9.99,9.99,3.7363,2018-08-21,2018-08-27,Bonn,NW,DE,0,Internet Sales,,11338,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO51641,214,1,34.99,34.99,13.0863,2018-09-15,2018-09-22,Paris,75,FR,0,Internet Sales,,11339,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO51262,477,1,4.99,4.99,1.8663,2018-08-23,2018-08-30,Paris,75,FR,0,Internet Sales,,11340,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51262,478,1,9.99,9.99,3.7363,2018-08-23,2018-08-30,Paris,75,FR,0,Internet Sales,,11340,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO51262,491,1,53.99,53.99,41.5723,2018-08-23,2018-08-30,Paris,75,FR,0,Internet Sales,,11340,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,12.4177,,,,,,,EU,
SO62450,217,1,34.99,34.99,13.0863,2019-03-12,2019-03-19,Cheltenham,ENG,GB,0,Internet Sales,,11341,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO51270,222,1,34.99,34.99,13.0863,2018-08-24,2018-08-31,Cheltenham,ENG,GB,0,Internet Sales,,11341,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO51270,225,1,8.99,8.99,6.9223,2018-08-24,2018-08-31,Cheltenham,ENG,GB,0,Internet Sales,,11341,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO62450,530,1,4.99,4.99,1.8663,2019-03-12,2019-03-19,Cheltenham,ENG,GB,0,Internet Sales,,11341,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO62450,541,1,28.99,28.99,10.8423,2019-03-12,2019-03-19,Cheltenham,ENG,GB,0,Internet Sales,,11341,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO61999,217,1,34.99,34.99,13.0863,2019-03-05,2019-03-12,Boulogne-sur-Mer,62,FR,0,Internet Sales,,11342,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO61999,477,1,4.99,4.99,1.8663,2019-03-05,2019-03-12,Boulogne-sur-Mer,62,FR,0,Internet Sales,,11342,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO61999,479,1,8.99,8.99,3.3623,2019-03-05,2019-03-12,Boulogne-sur-Mer,62,FR,0,Internet Sales,,11342,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO53399,214,1,34.99,34.99,13.0863,2018-10-18,2018-10-28,Oxon,ENG,GB,0,Internet Sales,,11343,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO62737,222,1,34.99,34.99,13.0863,2019-03-17,2019-03-24,Oxon,ENG,GB,0,Internet Sales,,11343,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO62737,225,1,8.99,8.99,6.9223,2019-03-17,2019-03-24,Oxon,ENG,GB,0,Internet Sales,,11343,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO53399,234,1,49.99,49.99,38.4923,2018-10-18,2018-10-28,Oxon,ENG,GB,0,Internet Sales,,11343,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,11.4977,,,,,,,EU,
SO62737,477,1,4.99,4.99,1.8663,2019-03-17,2019-03-24,Oxon,ENG,GB,0,Internet Sales,,11343,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO62737,479,1,8.99,8.99,3.3623,2019-03-17,2019-03-24,Oxon,ENG,GB,0,Internet Sales,,11343,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO62668,463,1,24.49,24.49,9.1593,2019-03-16,2019-03-23,Oxford,ENG,GB,0,Internet Sales,,11344,"Half-Finger Gloves, S",Gloves,Clothing,15.3307,,,,,,,EU,
SO62668,477,1,4.99,4.99,1.8663,2019-03-16,2019-03-23,Oxford,ENG,GB,0,Internet Sales,,11344,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO62668,479,1,8.99,8.99,3.3623,2019-03-16,2019-03-23,Oxford,ENG,GB,0,Internet Sales,,11344,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO52020,480,1,2.29,2.29,0.8565,2018-09-21,2018-09-28,Oxford,ENG,GB,0,Internet Sales,,11344,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO51224,537,1,35,35,13.09,2018-08-21,2018-08-28,Tremblay-en-France,93,FR,0,Internet Sales,,11345,HL Mountain Tire,Tires and Tubes,Accessories,21.91,,,,,,,EU,
SO52577,217,1,34.99,34.99,13.0863,2018-10-02,2018-10-09,Paris,75,FR,0,Internet Sales,,11346,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO52577,228,1,49.99,49.99,38.4923,2018-10-02,2018-10-09,Paris,75,FR,0,Internet Sales,,11346,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,11.4977,,,,,,,EU,
SO52577,482,1,8.99,8.99,3.3623,2018-10-02,2018-10-09,Paris,75,FR,0,Internet Sales,,11346,"Racing Socks, L",Socks,Clothing,5.6277,,,,,,,EU,
SO52577,528,1,4.99,4.99,1.8663,2018-10-02,2018-10-09,Paris,75,FR,0,Internet Sales,,11346,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO52577,537,1,35,35,13.09,2018-10-02,2018-10-09,Paris,75,FR,0,Internet Sales,,11346,HL Mountain Tire,Tires and Tubes,Accessories,21.91,,,,,,,EU,
SO54511,477,1,4.99,4.99,1.8663,2018-11-07,2018-11-14,Braunschweig,NW,DE,0,Internet Sales,,11347,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO54511,479,1,8.99,8.99,3.3623,2018-11-07,2018-11-14,Braunschweig,NW,DE,0,Internet Sales,,11347,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO55434,477,1,4.99,4.99,1.8663,2018-11-21,2018-11-28,Paderborn,HH,DE,0,Internet Sales,,11348,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO55434,479,1,8.99,8.99,3.3623,2018-11-21,2018-11-28,Paderborn,HH,DE,0,Internet Sales,,11348,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO55434,490,1,53.99,53.99,41.5723,2018-11-21,2018-11-28,Paderborn,HH,DE,0,Internet Sales,,11348,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,12.4177,,,,,,,EU,
SO74649,477,1,4.99,4.99,1.8663,2019-09-03,2019-09-10,München,HE,DE,0,Internet Sales,,11349,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO74649,479,1,8.99,8.99,3.3623,2019-09-03,2019-09-10,München,HE,DE,0,Internet Sales,,11349,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO74649,489,1,53.99,53.99,41.5723,2019-09-03,2019-09-10,München,HE,DE,0,Internet Sales,,11349,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,12.4177,,,,,,,EU,
SO52317,465,1,24.49,24.49,9.1593,2018-09-26,2018-10-03,Peterborough,ENG,GB,0,Internet Sales,,11350,"Half-Finger Gloves, M",Gloves,Clothing,15.3307,,,,,,,EU,
SO52317,477,1,4.99,4.99,1.8663,2018-09-26,2018-10-03,Peterborough,ENG,GB,0,Internet Sales,,11350,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO52317,479,1,8.99,8.99,3.3623,2018-09-26,2018-10-03,Peterborough,ENG,GB,0,Internet Sales,,11350,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO65135,477,1,4.99,4.99,1.8663,2019-04-21,2019-04-25,London,ENG,GB,0,Internet Sales,,11351,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO65135,479,1,8.99,8.99,3.3623,2019-04-21,2019-04-25,London,ENG,GB,0,Internet Sales,,11351,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO57284,477,1,4.99,4.99,1.8663,2018-12-23,2018-12-30,Pantin,93,FR,0,Internet Sales,,11352,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO57284,479,1,8.99,8.99,3.3623,2018-12-23,2018-12-30,Pantin,93,FR,0,Internet Sales,,11352,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO52967,477,1,4.99,4.99,1.8663,2018-10-10,2018-10-17,Warrington,ENG,GB,0,Internet Sales,,11353,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO52967,478,1,9.99,9.99,3.7363,2018-10-10,2018-10-17,Warrington,ENG,GB,0,Internet Sales,,11353,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO63863,481,1,8.99,8.99,3.3623,2019-04-01,2019-04-08,Warrington,ENG,GB,0,Internet Sales,,11353,"Racing Socks, M",Socks,Clothing,5.6277,,,,,,,EU,
SO72236,225,1,8.99,8.99,6.9223,2019-07-25,2019-08-01,Grevenbroich,BY,DE,0,Internet Sales,,11354,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO72236,477,1,4.99,4.99,1.8663,2019-07-25,2019-08-01,Grevenbroich,BY,DE,0,Internet Sales,,11354,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO72236,479,1,8.99,8.99,3.3623,2019-07-25,2019-08-01,Grevenbroich,BY,DE,0,Internet Sales,,11354,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO67112,477,1,4.99,4.99,1.8663,2019-05-17,2019-05-25,Wokingham,ENG,GB,0,Internet Sales,,11355,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO67112,479,1,8.99,8.99,3.3623,2019-05-17,2019-05-25,Wokingham,ENG,GB,0,Internet Sales,,11355,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO65059,463,1,24.49,24.49,9.1593,2019-04-20,2019-04-24,Salzgitter,HE,DE,0,Internet Sales,,11373,"Half-Finger Gloves, S",Gloves,Clothing,15.3307,,,,,,,EU,
SO65059,477,1,4.99,4.99,1.8663,2019-04-20,2019-04-24,Salzgitter,HE,DE,0,Internet Sales,,11373,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO65059,479,1,8.99,8.99,3.3623,2019-04-20,2019-04-24,Salzgitter,HE,DE,0,Internet Sales,,11373,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO56252,214,1,34.99,34.99,13.0863,2018-12-06,2018-12-13,Werne,NW,DE,0,Internet Sales,,11374,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO56252,530,1,4.99,4.99,1.8663,2018-12-06,2018-12-13,Werne,NW,DE,0,Internet Sales,,11374,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO56252,541,1,28.99,28.99,10.8423,2018-12-06,2018-12-13,Werne,NW,DE,0,Internet Sales,,11374,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO68592,477,1,4.99,4.99,1.8663,2019-06-08,2019-06-15,High Wycombe,ENG,GB,0,Internet Sales,,11375,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO68592,479,1,8.99,8.99,3.3623,2019-06-08,2019-06-15,High Wycombe,ENG,GB,0,Internet Sales,,11375,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO68430,465,1,24.49,24.49,9.1593,2019-06-06,2019-06-13,Liverpool,ENG,GB,0,Internet Sales,,11376,"Half-Finger Gloves, M",Gloves,Clothing,15.3307,,,,,,,EU,
SO68430,489,1,53.99,53.99,41.5723,2019-06-06,2019-06-13,Liverpool,ENG,GB,0,Internet Sales,,11376,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,12.4177,,,,,,,EU,
SO53647,234,1,49.99,49.99,38.4923,2018-10-19,2018-10-29,Solingen,NW,DE,0,Internet Sales,,11377,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,11.4977,,,,,,,EU,
SO53647,530,1,4.99,4.99,1.8663,2018-10-19,2018-10-29,Solingen,NW,DE,0,Internet Sales,,11377,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO53647,541,1,28.99,28.99,10.8423,2018-10-19,2018-10-29,Solingen,NW,DE,0,Internet Sales,,11377,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO52731,217,1,34.99,34.99,13.0863,2018-10-05,2018-10-12,Metz,57,FR,0,Internet Sales,,11378,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO52731,478,1,9.99,9.99,3.7363,2018-10-05,2018-10-12,Metz,57,FR,0,Internet Sales,,11378,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO53350,222,1,34.99,34.99,13.0863,2018-10-17,2018-10-27,Boulogne-Billancourt,92,FR,0,Internet Sales,,11379,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO53350,485,1,21.98,21.98,8.2205,2018-10-17,2018-10-27,Boulogne-Billancourt,92,FR,0,Internet Sales,,11379,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO52162,477,1,4.99,4.99,1.8663,2018-09-24,2018-10-01,Saarlouis,SL,DE,0,Internet Sales,,11380,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO52162,478,1,9.99,9.99,3.7363,2018-09-24,2018-10-01,Saarlouis,SL,DE,0,Internet Sales,,11380,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO52162,483,1,120,120,44.88,2018-09-24,2018-10-01,Saarlouis,SL,DE,0,Internet Sales,,11380,Hitch Rack - 4-Bike,Bike Racks,Accessories,75.12,,,,,,,EU,
SO52162,484,1,7.95,7.95,2.9733,2018-09-24,2018-10-01,Saarlouis,SL,DE,0,Internet Sales,,11380,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO64521,217,1,34.99,34.99,13.0863,2019-04-11,2019-04-18,London,ENG,GB,0,Internet Sales,,11381,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO52161,485,1,21.98,21.98,8.2205,2018-09-24,2018-10-01,London,ENG,GB,0,Internet Sales,,11381,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO74275,214,1,34.99,34.99,13.0863,2019-08-22,2019-08-29,Roissy en Brie,77,FR,0,Internet Sales,,11383,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO74275,477,1,4.99,4.99,1.8663,2019-08-22,2019-08-29,Roissy en Brie,77,FR,0,Internet Sales,,11383,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO74275,479,1,8.99,8.99,3.3623,2019-08-22,2019-08-29,Roissy en Brie,77,FR,0,Internet Sales,,11383,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO63468,222,1,34.99,34.99,13.0863,2019-03-26,2019-04-02,Les Ulis,91,FR,0,Internet Sales,,11384,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO63468,477,1,4.99,4.99,1.8663,2019-03-26,2019-04-02,Les Ulis,91,FR,0,Internet Sales,,11384,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO63468,479,1,8.99,8.99,3.3623,2019-03-26,2019-04-02,Les Ulis,91,FR,0,Internet Sales,,11384,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO61632,477,1,4.99,4.99,1.8663,2019-02-27,2019-03-06,York,ENG,GB,0,Internet Sales,,11385,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO61632,479,1,8.99,8.99,3.3623,2019-02-27,2019-03-06,York,ENG,GB,0,Internet Sales,,11385,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO69900,214,1,34.99,34.99,13.0863,2019-06-23,2019-06-30,Darmstadt,HE,DE,0,Internet Sales,,11386,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO69900,530,1,4.99,4.99,1.8663,2019-06-23,2019-06-30,Darmstadt,HE,DE,0,Internet Sales,,11386,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO69900,541,1,28.99,28.99,10.8423,2019-06-23,2019-06-30,Darmstadt,HE,DE,0,Internet Sales,,11386,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO51550,214,1,34.99,34.99,13.0863,2018-09-10,2018-09-17,Gateshead,ENG,GB,0,Internet Sales,,11387,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO55493,477,1,4.99,4.99,1.8663,2018-11-22,2018-11-29,Gateshead,ENG,GB,0,Internet Sales,,11387,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO55493,479,1,8.99,8.99,3.3623,2018-11-22,2018-11-29,Gateshead,ENG,GB,0,Internet Sales,,11387,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO51360,357,1,2319.99,2319.99,1265.6195,2018-08-29,2018-09-05,York,ENG,GB,0,Internet Sales,,11388,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1054.3705,,,,,,,EU,
SO51360,477,1,4.99,4.99,1.8663,2018-08-29,2018-09-05,York,ENG,GB,0,Internet Sales,,11388,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO51360,478,1,9.99,9.99,3.7363,2018-08-29,2018-09-05,York,ENG,GB,0,Internet Sales,,11388,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO51360,484,1,7.95,7.95,2.9733,2018-08-29,2018-09-05,York,ENG,GB,0,Internet Sales,,11388,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO56837,491,1,53.99,53.99,41.5723,2018-12-17,2018-12-25,York,ENG,GB,0,Internet Sales,,11388,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,12.4177,,,,,,,EU,
SO70972,214,1,34.99,34.99,13.0863,2019-07-08,2019-07-15,Duesseldorf,HE,DE,0,Internet Sales,,11389,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
